id;code_ifns;name;address;phone;add_info;payment_receiver;oktmo_receiver;inn;kpp;bank_receiver;bik;correspondent_account;account_number;code_reg_authority_le;name_reg_authority_le;address_reg_authority_le;phone_reg_authority_le;add_info_reg_authority_le;code_reg_authority_sp;name_reg_authority_sp;address_reg_authority_sp;phone_reg_authority_sp;add_info_reg_authority_sp;created_at;actualized_at;deleted_at
12;309;Межрайонная инспекция Федеральной налоговой службы №8 по Республике Бурятия;,671200,Бурятия Респ,Кабанский р-н,,Кабанск с, Кооперативная ул,12,,;30138-41747;Код ОКПО:73225741 Режим работы с 8ч.30мин. до 17ч.00 мин., перерыв 12ч.00 мин. до 13ч.30 мин.;УФК по Республике Бурятия;81612000,81612405,81612407,81612410,81612415,81612417,81612419,81612420,81612423,81612425,81612430,81612435,81612438,81612440,81612445,81612450,81612453,81612455,81612460,81612465,81612470,81612475,81612483,81621101,81621401,81621402,81621403,81621404,81621405,81621410,81621412,81621415,81621420,81621422,81621425,81621430,81621431,81621433,81621435,81621440,81621441,81621442,81621443,81621445,81621450,81621455,81624000,81624103,81624158,81624163,81624410,81624415,81624420,81624422,81624430,81624435,81624440,81624442,81624443,81624450,81624454,81624460,81624470,81624475,81624480,81624490,81633101,81633155,81633405,81633410,81633415,81633420,81633425,81633427,81633428,81633430,81633432,81633433,81633435,81633440,81633445,81633448,81633450,81635151,81635153,81635410,81639000,81639411,81639413,81639422,81639433,81645000,81645154,81645155,81645156,81645175,81645403,81645411,81645422,81645433,81645444,81645455,81648000,81648101,81648404,81648408,81648411,81648422,81648433,81648444,81648450,81648455,81648466,81648473,81648476,81648477,81651000,81651403,81651405,81651408,81651411,81651415,81651420,81651425,81651433,81651444,81651455,81651466,81651471,81651472,81651473,81720000;309011921;30901001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ;48142001;;4,01018E+19;3048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия;3048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия;2018-07-26 07:31:43.216378;2018-07-26 07:31:43.216378;
122;2308;Инспекция Федеральной налоговой службы №1 по г. Краснодару;,350020,,,Краснодар г,,Шоссе Нефтяников ул,7,,;861-224-77-16;Код ОКПО:21047075;УФК по Краснодарскому краю;3701000;2308024329;230801001;ЮЖНОЕ ГУ БАНКА РОССИИ;40349001;;4,01018E+19;23338;Межрайонная инспекция Федеральной налоговой службы № 16 по Краснодарскому краю;,350020,,, Краснодар г,, Коммунаров ул, д 235,,;861 215-32-72;;23338;Межрайонная инспекция Федеральной налоговой службы № 16 по Краснодарскому краю;,350020,,, Краснодар г,, Коммунаров ул, д 235,,;861 215-32-72;;2018-07-26 07:31:56.272853;2018-07-26 07:31:56.272853;
13;323;Межрайонная инспекция Федеральной налоговой службы №1 по Республике Бурятия;,670047,Бурятия Респ,,Улан-Удэ г,,Сахьяновой ул,1,а,;3012-371376;Код ОКПО:36314151 Режим работы с 8ч.30мин. до 17ч.30 мин., перерыв 12ч.00 мин. до 13ч.00 мин.;УФК по Республике Бурятия;81603000,81603154,81603405,81603420,81603422,81603433,81603444,81603455,81603465,81603477,81603480,81609000,81609410,81609415,81609420,81609425,81609427,81609429,81609435,81609438,81609440,81609442,81609443,81609444,81609445,81609447,81609450,81609455,81609460,81618151,81618165,81618403,81618405,81618410,81618415,81618425,81618427,81618435,81618437,81618447,81618450,81618451,81618452,81618453,81618455,81618458,81618465,81618470,81630000,81630410,81630422,81630433,81630444,81630455,81630457,81630466,81630469,81630477,81630480,81636000,81636403,81636405,81636415,81636420,81636425,81636428,81636430,81636435,81636440,81636442,81636445,81636447,81636450,81636455,81636460,81636465,81642000,81642422,81642433,81642454,81642455,81642457,81642460,81642466,81642477,81642488,81642489,81650000,81650405,81650408,81650415,81650418,81650422,81650427,81650430,81650435,81650440,81650450,81701000;323121235;32301001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ;48142001;;4,01018E+19;3048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия;3048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия;2018-07-26 07:31:43.561912;2018-07-26 07:31:43.561912;
14;101;Межрайонная инспекция Федеральной налоговой службы №2 по Республике Адыгея;,385600,Адыгея Респ,Гиагинский р-н,,Гиагинская ст-ца,Советская ул,28,,;8(87779) 9-70-51;Код ОКПО:44554136. Режим работы:понедельник и среда с 09.00 до 18.00,вторник и четверг с 09.00 до 20.00, пятница с 09.00 по 16.45, первая и третья субботы месяца с 10.00 до 15.00. Выходной: суббота, воскресенье.Телефон горячей линии 8(87779)9-70-45;УФК по Республике Адыгея;79605000,79615000,79618000,79640000;101002332;10101001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АДЫГЕЯ;47908001;;4,01018E+19;1015;Межрайонная инспекция Федеральной налоговой службы №1 по Республике Адыгея;385009,Республика Адыгея,г. Майкоп, ул. Привокзальная, 331;8(8772)53-71-33;Режим работы: с 9.00-18.00 перерыв с 13-00 до 14-00 выходные: суббота, воскресенье;1015;Межрайонная инспекция Федеральной налоговой службы №1 по Республике Адыгея;385009,Республика Адыгея,г. Майкоп, ул. Привокзальная, 331;8(8772)53-71-33;Режим работы: с 9.00-18.00 перерыв с 13-00 до 14-00 выходные: суббота, воскресенье;2018-07-26 07:31:43.619370;2018-07-26 07:31:43.619370;
15;105;Межрайонная инспекция Федеральной налоговой службы №1 по Республике Адыгея;,385009,Адыгея Респ,,Майкоп г,,Привокзальная ул,331,,;8(8772) 53-71-33;Код ОКПО:53001672. Режим работы:понедельник и среда с 9.00 по 18.00,вторник и четверг с 09.00 до 20.00,пятница с 09.00 по 16.45,первая и третья субботы месяца с 10.00 до 15.00. Выходной: суббота, воскресенье.Телефон горчей линии 8(8772)53-01-70;УФК по Республике Адыгея;79622000,8;105035988;10501001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АДЫГЕЯ;47908001;;4,01018E+19;1015;Межрайонная инспекция Федеральной налоговой службы №1 по Республике Адыгея;385009,Республика Адыгея,г. Майкоп, ул. Привокзальная, 331;8(8772)53-71-33;Режим работы: с 9.00-18.00 перерыв с 13-00 до 14-00 выходные: суббота, воскресенье;1015;Межрайонная инспекция Федеральной налоговой службы №1 по Республике Адыгея;385009,Республика Адыгея,г. Майкоп, ул. Привокзальная, 331;8(8772)53-71-33;Режим работы: с 9.00-18.00 перерыв с 13-00 до 14-00 выходные: суббота, воскресенье;2018-07-26 07:31:43.663088;2018-07-26 07:31:43.663088;
16;107;Межрайонная инспекция Федеральной налоговой службы №3 по Республике Адыгея;,385100,Адыгея Респ,Тахтамукайский р-н,,Тахтамукай аул,Ленина ул,60/1,,;8(87771) 9-90-10;Код ОКПО:53005865. Режим работы:понедельник и среда с 9.00 по 18.00, вторник и четверг с 09.00 до 20.00,пятница с 09.00 по 16.45,первая и третья субботы месяца с 10.00 до 15.00. Выходной суббота, воскресенье.Телефон горячей линии 8(87771)9-90-30;УФК по Республике Адыгея;79630000,79630157,79630159,79633000,79633155,79703000;107002064;10701001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АДЫГЕЯ;47908001;;4,01018E+19;1015;Межрайонная инспекция Федеральной налоговой службы №1 по Республике Адыгея;385009,Республика Адыгея,г. Майкоп, ул. Привокзальная, 331;8(8772)53-71-33;Режим работы: с 9.00-18.00 перерыв с 13-00 до 14-00 выходные: суббота, воскресенье;1015;Межрайонная инспекция Федеральной налоговой службы №1 по Республике Адыгея;385009,Республика Адыгея,г. Майкоп, ул. Привокзальная, 331;8(8772)53-71-33;Режим работы: с 9.00-18.00 перерыв с 13-00 до 14-00 выходные: суббота, воскресенье;2018-07-26 07:31:43.689497;2018-07-26 07:31:43.689497;
123;2309;Инспекция Федеральной налоговой службы №3 по г. Краснодару;,350001,,,Краснодар г,,Ставропольская ул,75/5,,;861-239-63-21, 861-239-63-22, 861-267-65-16;Код ОКПО:21047098;УФК по Краснодарскому краю;3701000;2309054020;230901001;ЮЖНОЕ ГУ БАНКА РОССИИ;40349001;;4,01018E+19;23338;Межрайонная инспекция Федеральной налоговой службы № 16 по Краснодарскому краю;,350020,,, Краснодар г,, Коммунаров ул, д 235,,;861 215-32-72;;23338;Межрайонная инспекция Федеральной налоговой службы № 16 по Краснодарскому краю;,350020,,, Краснодар г,, Коммунаров ул, д 235,,;861 215-32-72;;2018-07-26 07:31:56.285975;2018-07-26 07:31:56.285975;
17;256;Межрайонная инспекция Федеральной налоговой службы № 20 по Республике Башкортостан;,453505,Башкортостан Респ,,Белорецк г,,Кирова ул,48,,;347-92-3-81-11;Код ОКПО:52984402. Режим приема: понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца: 10.00 - 15.00, остальные субботы, воскресенье: выходные дни.;УФК по Республике Башкортостан;80611101,80611404,80611407,80611410,80611415,80611416,80611417,80611418,80611420,80611422,80611425,80611427,80611434,80611440,80611443,80611446,80611448,80611449,80611452,80611455,80619000,80619404,80619407,80619409,80619410,80619413,80619416,80619419,80619420,80619422,80619425,80619430,80619440,80653000,80653101,80653410,80653415,80653416,80653420,80653425,80653430,80653440,80653445,80653448,80653449,80653450,80653455,80653465,80653470,80653484,80653488,80653491,80653496,80707000;256012781;25601001;Отделение-НБ Республика Башкортостан;48073001;;4,01018E+19;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2018-07-26 07:31:43.712386;2018-07-26 07:31:43.712386;
18;261;Межрайонная инспекция Федеральной налоговой службы № 25 по Республике Башкортостан;,453215,Башкортостан Респ,,Ишимбай г,,Стахановская ул,65,,;34794-2-90-30;Код ОКПО:12752171. Режим приема: понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца: 10.00 - 15.00, остальные субботы, воскресенье: выходные дни.;УФК по Республике Башкортостан;80626000,80626404,80626405,80626406,80626407,80626410,80626416,80626419,80626422,80626425,80626428,80626431,80626434,80626437,80626440,80626443,80631101,80631405,80631415,80631425,80631430,80631435,80631440,80631445,80631450,80631455,80631460,80631470,80631475,80631480,80638000,80638405,80638410,80638415,80638420,80638425,80638430,80638440,80638445,80638450,80638455,80638460,80638463,80638470,80638473,80638475,80638480,80638483,80638485,80638487,80638495,80639000,80639410,80639412,80639415,80639417,80639420,80639425,80639435,80639440,80639450,80639455,80639460,80639465,80641101,80641402,80641405,80641410,80641415,80641422,80641430,80641435,80641445,80641450,80641455,80641460,80641465,80641470,80641475,80641480,80641485,80654000,80654405,80654410,80654415,80654416,80654417,80654420,80654425,80654427,80654430,80654440,80654445,80654450,80654455,80654460,80723000,80739000;261009022;26101001;Отделение-НБ Республика Башкортостан;48073001;;4,01018E+19;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2018-07-26 07:31:43.737574;2018-07-26 07:31:43.737574;
19;264;Межрайонная инспекция Федеральной налоговой службы № 29 по Республике Башкортостан;,452680,Башкортостан Респ,,Нефтекамск г,,Строителей ул,19,,;34783-2-83-41;Код ОКПО:12752202. Режим приема: понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца: 10.00 - 15.00, остальные субботы, воскресенье: выходные дни.;УФК по Республике Башкортостан;80603413,80608000,80608404,80608407,80608413,80608416,80608419,80608422,80608425,80608428,80608431,80608434,80608437,80608440,80608441,80608443,80608448,80618000,80618404,80618407,80618413,80618416,80618419,80618422,80618425,80618428,80618431,80618437,80618440,80618443,80618446,80633000,80633403,80633405,80633415,80633420,80633425,80633430,80633445,80633446,80633447,80633450,80633452,80637405,80637410,80637412,80637415,80637420,80637421,80637425,80637430,80637435,80637440,80637443,80637450,80637461,80637465,80650000,80650405,80650410,80650415,80650420,80650425,80650430,80650435,80650440,80650445,80650450,80650455,80650460,80650465,80659000,80659101,80659410,80659415,80659420,80659430,80659435,80659440,80659445,80659450,80659453,80659455,80659460,80659465,80659470,80659475,80659480,80659485,80659490,80659495,80703000,80727000;264054866;26401001;Отделение-НБ Республика Башкортостан;48073001;;4,01018E+19;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2018-07-26 07:31:43.757788;2018-07-26 07:31:43.757788;
20;267;Межрайонная инспекция Федеральной налоговой службы № 37 по Республике Башкортостан;,453833,Башкортостан Респ,,Сибай г,,Маяковского ул,31/1,,;34775-2-61-61;понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00-20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца:10.00 -15.00 (без перерыва на обед) остальные субботы, воскресенье: выходные дни.;УФК по Республике Башкортостан;80601000,80601404,80601407,80601410,80601413,80601416,80601419,80601422,80601425,80601428,80601431,80601434,80601437,80601440,80601443,80601446,80606000,80606101,80606404,80606407,80606409,80606410,80606413,80606416,80606422,80606425,80606428,80606431,80606434,80606437,80606438,80606440,80606442,80606443,80606446,80606449,80606452,80606453,80606455,80606459,80627000,80627404,80627410,80627413,80627419,80627421,80627422,80627423,80627425,80627432,80627434,80627436,80627442,80655000,80655405,80655410,80655415,80655420,80655424,80655425,80655430,80655432,80655433,80655435,80655440,80655445,80655450,80655455,80743000;267013530;26701001;Отделение-НБ Республика Башкортостан;48073001;;4,01018E+19;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2018-07-26 07:31:43.772988;2018-07-26 07:31:43.772988;
21;268;Межрайонная инспекция Федеральной налоговой службы № 3 по Республике Башкортостан;,453100,Башкортостан Респ,,Стерлитамак г,,Октября пр-кт,34,,;3473-23-95-27;Код ОКПО:12752248. Режим приема: понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца: 10.00 - 15.00, остальные субботы, воскресенье: выходные дни.;УФК по Республике Башкортостан;80605000,80605402,80605404,80605407,80605410,80605413,80605416,80605419,80605422,80605425,80605428,80605431,80605434,80605437,80605440,80605443,80605446,80605449,80605452,80605458,80605461,80605472,80621000,80621407,80621410,80621413,80621414,80621416,80621419,80621422,80621423,80621425,80621428,80621431,80621434,80621437,80621440,80621443,80621446,80648402,80648405,80648410,80648415,80648418,80648420,80648425,80648430,80648435,80648440,80648445,80648455,80648460,80648465,80648470,80649000,80649404,80649412,80649416,80649418,80649420,80649424,80649428,80649436,80649440,80649444,80649448,80649452,80649456,80649460,80649464,80649468,80649478,80649480,80649488,80649492,80745000;268012257;26801001;Отделение-НБ Республика Башкортостан;48073001;;4,01018E+19;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-09;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;2018-07-26 07:31:43.803872;2018-07-26 07:31:43.803872;
